cell_data.txt
DO NOT INSERT EMPTY LINES. KEEP THE FORMAT AS IT IS
 CELL     TYPE       X          Y      CO 
JUI7437  CT0587    697.610   1601.400   S
JUP0778  CT0150   1467.210   1115.400   S
JUP1077  CT0704   1166.260   1277.400   S
JVD1620  CT0587   1694.580    628.500   N
JVM1492  CT0587    474.400   1124.400   S
JVZ1519  CT0918    986.210   1277.400   S
JWA5955  CT0306   1163.790   1646.400   S
JWH3650  CT0019   1720.840   1060.500   N
JWI4892  CT0587   1682.750   1744.500   N
JWN8828  CT0561    344.140    985.800  FS
JXD9887  CT0700   1360.480   1012.800  FS
JXM2778  CT0847   1515.830   1018.200   S
JXN5119  CT0587    636.900   1600.500  FN
JXO3999  CT0847   1342.020   1002.000  FS
JXO7134  CT0918   1468.120    921.000  FS
JXT2274  CT0629    843.470   1605.000   S
JXX5266  CT0198   1154.430   1272.000   S
JXZ7932  CT0587   1716.420    844.500   N
JYF6467  CT0587    458.410   1114.500  FN
JYP9684  CT0587   1675.470    664.500   N
JYQ6361  CT0064   1458.630    931.800  FS
JYV4484  CT0587   1712.780   1348.500   N
JYW7185  CT0337   1466.950    926.400   S
JZI2060  CT0629   1670.790    916.500   N
JZL3328  CT0587    637.810   1602.300  FN
JZP9789  CT0587   1690.030   1060.500   N
JZV8855  CT0629   1670.140    700.500   N
KAD8079  CT0623   1600.200    983.100   N
KAH6501  CT0198    832.290   1606.800  FS
KAL4386  CT0839   1509.590    948.000  FS
KAN5905  CT0587   1699.910   1708.500   N
KAN8186  CT0587   1714.860    952.500   N
KAO3323  CT0587    451.520   1103.700  FN
KAP6124  CT0064    970.870   1309.800  FS
KAY8670  CT0587    494.550   1488.000   S
KBH1590  CT0587   1709.140    520.500   N
KBM0441  CT0587    617.010   1604.100  FN
KBX0843  CT0561    355.060   1395.300   N
KCF5996  CT0587   1710.180   1168.500   N
KCH2986  CT0078   1386.350    991.200  FS
KDS1122  CT0587    565.920   1600.500  FN
KDW8876  CT0150   1067.460   1277.400   S
KDX7991  CT0587    475.310   1200.000   S
KEA0399  CT0587   1681.580   1312.500   N
KEH5554  CT0587   1696.010   1600.500   N
KEU8124  CT0561    359.740   1634.700   N
KFD2890  CT0078   1392.460    915.600   S
KFD9311  CT0855    498.840   1401.600  FS
KFN8956  CT0587   1709.660    556.500   N
KFR8761  CT0918   1012.730   1272.000   S
KFS2169  CT0587    666.670   1678.800   S
KFS3896  CT0115    336.080    985.800  FS
KFV3539  CT0587    496.110   1198.200   S
KGI9531  CT0587   1695.360   1564.500   N
KGP6519  CT0561   1696.530   1420.500  FN
KHA6001  CT0704    885.720   1272.000  FS
KHF7393  CT0587    492.990   1610.400   S
KHX1892  CT0587   1684.700   1492.500   N
KID5706  CT0587   1684.700    808.500   N
KIN5602  CT0587    407.840   1054.200   S
KJA9358  CT0019   1694.320   1672.500   N
KJL4037  CT0176   1486.580    894.000  FS
KJM3725  CT0839   1404.420    991.200  FS
KJR6929  CT0587   1694.450    808.500   N
KJS2622  CT0587   1704.980   1132.500   N
KKK1225  CT0587   1714.990   1492.500   N
KKL8919  CT0587   1684.700   1456.500   N
KKM8621  CT0623   1698.870   1537.500  FN
KKN7731  CT0587    384.050   1607.700  FN
KKO6578  CT0918   1417.290   1029.000  FS
KKZ1534  CT0198   1441.860    975.000   S
KLG4343  CT0150   1412.740    953.400  FS
KLH1888  CT0587   1686.520   1024.500   N
KLL6914  CT0587   1695.490    520.500   N
KLQ1218  CT0587   1677.290   1168.500   N
KLU4019  CT0839   1454.600    942.600  FS
KMI6770  CT0248    345.050    984.000   S
KMM2536  CT0918    966.840   1299.000   S
KMN0428  CT0198   1503.870   1056.000   S
KMN1776  CT0587    498.190   1599.600   S
KMV9078  CT0587   1694.190    592.500   N
KMX2931  CT0198   1111.010   1342.200  FS
KNO5237  CT0198   1673.520    880.500  FN
KNW7822  CT0198   1473.710   1115.400  FS
KNY9904  CT0019   1720.970    736.500   N
KOA4230  CT0587    469.070   1608.600   S
KOD6999  CT0587    457.370   1089.300  FN
KOH1215  CT0704   1123.100   1331.400   S
KOK3680  CT0587   1700.430   1204.500   N
KOL1225  CT0704   1154.430   1342.200  FS
KON1055  CT0196   1369.840   1034.400  FS
KOO3781  CT0587   1693.020    628.500   N
KOX6977  CT0839   1472.670   1029.000   S
KPB0569  CT0587   1692.760   1600.500   N
KPD9341  CT0587   1719.410   1312.500   N
KPI5186  CT0306   1476.440    498.900   N
KPQ8361  CT0587    795.890   1604.100  FN
KPV3451  CT0587   1689.250   1528.500   N
KPW9897  CT0587    425.780   1390.800   S
KQG9386  CT0587    475.310   1125.300  FN
KQH7056  CT0900   1504.130   1083.000  FS
KQH8234  CT0284   1383.880   1034.400  FS
KRA0481  CT0587   1703.420    700.500   N
KRO0495  CT0900   1064.210   1315.200   S
KSH0249  CT0587   1711.220   1024.500   N
KSI0983  CT0587   1708.100   1492.500  FN
KSJ2406  CT0587   1723.050   1564.500   N
KSN1408  CT0587   1698.480    736.500   N
KSP8916  CT0629   1669.750   1672.500   N
KST3105  CT0587   1703.160   1708.500  FN
KST4338  CT0587   1714.600    592.500   N
KSU2854  CT0248    643.920   1755.300  FN
KSU7426  CT0587   1696.270   1636.500   N
KTB2268  CT0587   1687.820   1708.500   N
KUB7997  CT0587   1702.120   1240.500   N
KUE2823  CT0734   1620.090    303.600   S
KUI1551  CT0587   1686.000   1528.500   N
KUJ6178  CT0918   1167.430   1353.000   S
KUM5141  CT0587    776.910   1600.500  FN
KUP3269  CT0587   1706.410   1492.500   N
KUS9565  CT0064   1117.120   1309.800  FS
KUU2111  CT0587   1683.010   1492.500   N
KVB6094  CT0587   1675.990    556.500   N
KVB7339  CT0587    348.430    989.400   S
KVF8081  CT0587    823.580   1603.200   S
KVH5500  CT0306   1670.400   1280.100  FN
KVR2215  CT0900   1435.490    985.800   S
KVX4090  CT0587   1687.950    808.500   N
KWA7800  CT0182   1506.730    942.600  FS
KWD1811  CT0587   1679.760    808.500   N
KWL9630  CT0587    761.960   1600.500  FN
KWO9689  CT0587   1704.200   1060.500   N
KWU2581  CT0918   1429.640    931.800  FS
KXM5099  CT0587   1714.470   1708.500   N
KXN7057  CT0284   1061.480   1331.400  FS
KXO5440  CT0561   1698.480   1384.500  FN
KXQ7292  CT0629   1670.140   1636.500   N
KYB2354  CT0561   1726.300    592.500  FN
KYT3207  CT0587   1705.630   1636.500  FN
KYT9666  CT0587    498.060   1534.800   S
KYY1969  CT0587   1679.760    628.500   N
KZD5128  CT0587    459.060   1090.200   S
KZJ3466  CT0064   1376.470    948.000   S
KZJ6864  CT0587   1714.340   1096.500   N
KZO0706  CT0587   1722.010   1240.500  FN
KZS0330  CT0587    416.420   1038.000   S
LAA8683  CT0587   1682.490    880.500   N
LAC5480  CT0918   1537.150   1126.200   S
LAF0055  CT0845    344.530   1061.400  FS
LAF7393  CT0918   1430.940    991.200  FS
LAL3136  CT0587   1716.680    736.500   N
LAP0881  CT0587   1695.230   1024.500   N
LAP9788  CT0623    342.060    984.000   S
LAS2997  CT0918   1039.120   1309.800   S
LAV2540  CT0587   1713.950    664.500   N
LAW0777  CT0704   1135.840   1331.400  FS
LAX5292  CT0150   1404.160   1034.400  FS
LBE4685  CT0587    347.000    988.500  FN
LBM0636  CT0900   1217.350   1304.400  FS
LBO8303  CT0704   1123.100   1266.600  FS
LBR3380  CT0704   1179.780   1326.000   S
LBT4377  CT0704   1379.590    931.800   S
LBU2437  CT0839   1519.730    985.800   S
LBY2532  CT0198    496.110   1253.100  FN
LCA0480  CT0900   1060.960   1272.000   S
LCD4659  CT0150   1377.380   1034.400   S
LCH9789  CT0839   1510.240   1029.000   S
LCI7993  CT0587   1698.350   1744.500  FN
LCL2408  CT0198   1136.360   1272.000   S
LCP1010  CT0587   1700.170   1672.500   N
LCR7189  CT0900   1442.380    953.400   S
LCU3134  CT0918   1454.210   1061.400   S
LCU5642  CT0198   1453.950    937.200  FS
LCZ3192  CT0623   1698.870   1470.900  FN
LDD1426  CT0071   1335.780   1002.000   S
LDE9624  CT0587    550.190   1614.900   N
LDF8316  CT0839   1404.290    883.200  FS
LDL7800  CT0806   1404.030    985.800   S
LDM5352  CT0918   1429.900    937.200   S
LDN8178  CT0587   1704.850   1744.500   N
LDY8735  CT0587   1702.510    988.500   N
LDZ1128  CT0587    700.730   1600.500  FN
LEA3881  CT0587   1718.110   1744.500  FN
LEM5506  CT0130   1366.460    958.800   S
LEP2505  CT0845   1170.420   1604.100   N
LFJ9718  CT0064   1411.310   1012.800  FS
LFL8379  CT0623    340.370    987.600   S
LFS8702  CT0704   1510.500   1099.200   S
LFY3042  CT0587   1690.680    844.500   N
LGO4469  CT0198   1076.560   1353.000   S
LGO6324  CT0900   1185.240   1299.000  FS
LGU0645  CT0587   1689.640   1420.500   N
LGY6534  CT0587   1708.100    628.500   N
LGZ5833  CT0587    498.190   1337.700  FN
LHL5974  CT0019    356.100   1617.600   S
LHS6503  CT0587   1707.970    556.500   N
LHU8150  CT0587    528.090   1600.500   N
LHW7013  CT0806   1405.200   1050.600  FS
LIB8905  CT0900   1192.780   1304.400   S
LIC3588  CT0019   1722.270    772.500   N
LIF8565  CT0064   1042.370   1282.800  FS
LIG0692  CT0839   1473.450    980.400  FS
LIO9252  CT0704   1486.190   1093.800   S
LIO9538  CT0078   1392.720    996.600   S
LIP0615  CT0918   1423.530   1061.400  FS
LIP2942  CT0587   1688.470   1564.500   N
LIR7984  CT0623    358.440   1641.900   N
LIU4576  CT0900   1187.710   1261.200  FS
LJE2360  CT0866   1600.330    950.700   N
LJQ2850  CT0064   1055.110   1336.800  FS
LJR8619  CT0587   1698.350    880.500   N
LJV5670  CT0587   1687.300    520.500   N
LJW1748  CT0587    470.630   1113.600   S
LKA5844  CT0587    796.540   1608.600   S
LKB8203  CT0587    490.260   1119.000   S
LKK9229  CT0198   1060.830   1277.400  FS
LKN8637  CT0587   1710.960   1060.500   N
LKT9845  CT0704   1434.710   1034.400  FS
LKY6782  CT0587   1692.500    952.500   N
LLF2249  CT0839   1117.510   1293.600  FS
LLJ0500  CT0704   1129.990   1277.400   S
LLM7382  CT0284   1192.000   1277.400   S
LLY7595  CT0839    980.100   1277.400   S
LMB3807  CT0198   1530.000   1083.000   S
LMQ6251  CT0064   1186.410   1336.800  FS
LMV9120  CT0587    667.840   1733.700  FN
LMX0826  CT0587   1675.210   1420.500   N
LMY6630  CT0198   1516.740   1066.800  FS
LNW9577  CT0587    466.990   1090.200   S
LNZ9181  CT0587    705.280   1600.500  FN
LOE3832  CT0918   1530.780   1137.000   S
LOE6688  CT0587   1714.860   1600.500  FN
LOW4212  CT0623   1724.350    958.800  FS
LOY4281  CT0587   1701.080    664.500   N
LPF0689  CT0839   1392.200    894.000  FS
LPM5319  CT0587    498.060   1364.700   N
LPU5494  CT0900   1166.650   1250.400   S
LPU6023  CT0587   1706.410    916.500   N
LPU9416  CT0587   1709.400    880.500   N
LQA9019  CT0623   1600.200    974.100   N
LQB5982  CT0918   1129.340   1266.600   S
LQD6196  CT0587   1703.290    628.500   N
LQE9514  CT0629   1670.140   1096.500   N
LQG2522  CT0118   1701.470   1538.400  FS
LQG8665  CT0587    386.390   1623.900  FN
LQH3917  CT0589   1471.630   1023.600  FS
LQO1311  CT0198   1427.040    904.800   S
LQV2459  CT0587    396.530   1636.500  FN
LQW9792  CT0561    362.730   1637.400  FS
LRD6633  CT0900   1359.830    915.600   S
LRE9947  CT0031   1024.690   1326.000  FS
LRH3705  CT0150   1086.960   1282.800  FS
LRY8622  CT0587   1704.590   1312.500  FN
LSB6805  CT0130   1373.610   1007.400   S
LSE6501  CT0587   1691.330    628.500   N
LSF7483  CT0182    955.140   1266.600   S
LSN6432  CT0629    821.240   1603.200   S
LSU0224  CT0587    369.360   1035.300  FN
LSU2933  CT0350   1460.580    910.200  FS
LSU6997  CT0198    498.450   1316.100   N
LSW6577  CT0587    491.690   1225.200   S
LSX3782  CT0900   1142.730   1293.600  FS
LTH8932  CT0704   1537.540    915.600  FS
LTI9179  CT0031   1423.530   1050.600  FS
LTJ1753  CT0589   1355.150    985.800  FS
LUK6921  CT0587   1705.500   1384.500  FN
LUR9488  CT0918   1435.880   1012.800  FS
LUS9326  CT0198   1674.170    808.500  FN
LUY9751  CT0900   1175.620   1261.200  FS
LUZ9701  CT0589   1474.750    975.000   S
LVS6284  CT0587    495.460   1229.700  FN
LWG7082  CT0587   1703.290    952.500   N
LWT6801  CT0918   1023.520   1261.200  FS
LWU2900  CT0704   1086.570   1326.000  FS
LWU3649  CT0587   1711.740   1456.500   N
LWU7713  CT0198   1180.040   1304.400   S
LWY1178  CT0587    356.100    988.500  FN
LWZ1125  CT0589   1459.930    985.800   S
LXA0913  CT0587    774.050   1607.700  FN
LXK0370  CT0587   1709.920   1420.500  FN
LXK5911  CT0704   1124.530   1261.200  FS
LXP9441  CT0587   1714.860    700.500   N
LXY6325  CT0704   1054.590   1277.400   S
LYB6107  CT0587   1680.800    880.500   N
LZB1062  CT0064   1470.590    931.800   S
LZB2162  CT0839   1454.080    996.600  FS
LZC0896  CT0150   1182.380   1266.600  FS
LZF9334  CT0704   1473.060   1061.400  FS
LZH9742  CT0198   1441.860    996.600   S
MAA7958  CT0587   1716.550    628.500   N
MAD2455  CT0561   1725.650    664.500  FN
MAL9212  CT0587    464.780   1144.200   S
MAV3447  CT0855   1751.910   1117.200  FS
MAY0870  CT0587   1687.950   1240.500   N
MBB2483  CT0704   1531.040    894.000   S
MBG3404  CT0704   1522.330   1034.400  FS
MBK1157  CT0150   1536.760   1131.600  FS
MBT1575  CT0587   1718.240    556.500   N
MBU4596  CT0650    771.320    498.900  FN
MCC7622  CT0587   1686.390    808.500   N
MCE1053  CT0704   1537.280    904.800  FS
MCF4598  CT0802   1440.950   1034.400  FS
MCG7845  CT0839   1421.710   1056.000  FS
MCP6618  CT0196   1154.430   1304.400  FS
MCR3224  CT0587   1715.120   1168.500   N
MCT5557  CT0561   1724.610    844.500  FN
MCU3027  CT0704   1537.020    910.200   S
MCW6994  CT0587   1711.480    952.500   N
MCX8051  CT0337   1469.420    888.600  FS
MDC4012  CT0587   1691.200   1132.500   N
MDD1194  CT0587   1707.710   1600.500  FN
MDD6838  CT0597    584.510   1753.500  FN
MDE1607  CT0839   1479.950    953.400   S
MDJ4139  CT0587   1720.190    520.500   N
MDN0969  CT0587   1675.080   1312.500   N
MDU6224  CT0587   1678.980   1564.500   N
MDU6684  CT0802   1017.280   1309.800  FS
MDV6631  CT0196   1442.120   1012.800  FS
MEJ4015  CT0900   1392.460   1023.600  FS
MET2370  CT0629    497.280   1278.300  FN
MEU4737  CT0587   1679.630   1204.500   N
MEX3534  CT0704   1054.850   1282.800   S
MEZ2971  CT0839   1342.280    980.400  FS
MEZ9570  CT0587    597.900   1605.900  FN
MFD8642  CT0306    396.790   1155.000  FS
MFM2652  CT0704   1359.960    926.400   S
MFT5217  CT0918   1416.770    937.200   S
MGD3908  CT0839   1525.580    958.800  FS
MGJ1230  CT0198   1356.970   1029.000  FS
MGO2306  CT0587   1686.260   1204.500   N
MGP6851  CT0587   1719.150   1672.500   N
MGU5254  CT0587   1713.300   1744.500   N
MGX2941  CT0587   1684.830   1024.500   N
MGY5232  CT0587   1696.010    556.500   N
MHG0949  CT0019   1720.580    844.500  FN
MHP8235  CT0587   1716.160   1096.500   N
MHU1549  CT0587   1707.970   1564.500  FN
MIF4167  CT0587   1685.870    952.500   N
MIF8193  CT0704   1187.970   1255.800   S
MIP7274  CT0587   1703.160   1744.500  FN
MIX5536  CT0587   1716.290   1240.500   N
MJA3069  CT0198   1435.490    996.600   S
MJD7372  CT0587   1694.320    556.500   N
MJG7294  CT0839   1036.260   1288.200  FS
MJO7846  CT0900   1379.590    915.600   S
MJT0020  CT0918   1514.660    910.200  FS
MKB6891  CT0587   1698.350    808.500   N
MKD2517  CT0587   1725.130   1672.500  FN
MKD9681  CT0064   1117.250   1299.000  FS
MKE6809  CT0150   1428.990    915.600  FS
MKK5019  CT0887   1473.450    915.600  FS
MKK8823  CT0587   1692.760    808.500   N
MKP5667  CT0587    663.550   1749.900  FN
MKP7879  CT0587    420.190   1415.100  FN
MLG6232  CT0198   1673.520   1420.500  FN
MMC4411  CT0623   1699.390   1539.300   N
MMD7240  CT0182    912.500   1272.000   S
MMG2094  CT0900   1060.960   1288.200  FS
MML1103  CT0587    418.240   1083.900  FN
MMO8428  CT0847   1372.700    958.800  FS
MMU4777  CT0921   1602.020    943.500   N
MMY4266  CT0587   1714.340   1348.500  FN
MNC6482  CT0064   1167.430   1326.000   S
MND4349  CT0839   1392.330    904.800   S
MNH6392  CT0019   1722.140   1168.500   N
MNM4541  CT0623   1720.710   1103.700   N
MNM6655  CT0587   1686.260   1636.500   N
MNU6239  CT0587   1693.800    520.500   N
MNX9802  CT0919    364.550   1642.800  FS
MOA9895  CT0587   1694.970   1060.500   N
MOD8776  CT0587   1676.770   1276.500   N
MOF6911  CT0587   1696.270   1168.500   N
MOL0218  CT0064   1410.400    931.800   S
MON7148  CT0623   1600.200    969.600   S
MOO4564  CT0839   1504.000   1007.400  FS
MOU0328  CT0918   1461.230   1083.000  FS
MOX2277  CT0561   1695.620   1312.500   N
MPA4677  CT0587    377.550   1562.700  FN
MPA8113  CT0704   1421.710   1034.400   S
MPB1469  CT0587   1703.160    844.500   N
MPC7100  CT0587    635.600   1600.500  FN
MPF7927  CT0196   1429.120   1056.000  FS
MPP4242  CT0198   1416.770    980.400   S
MPR8410  CT0587   1691.460   1492.500   N
MPS2547  CT0839   1363.600    985.800  FS
MPY6946  CT0198   1413.000    996.600  FS
MQG3490  CT0802   1460.190   1045.200  FS
MQG7473  CT0064   1481.120    937.200  FS
MQG9043  CT0078   1477.220    996.600   S
MQG9925  CT0704   1537.020   1050.600   S
MQJ4293  CT0918   1018.450   1304.400   S
MQK0419  CT0587    466.860   1625.700  FN
MQO0708  CT0623   1693.800   1471.800  FS
MQU1874  CT0845    724.260   1796.700   N
MQU5010  CT0587   1716.420    556.500   N
MQZ5440  CT0019   1720.840    808.500   N
MRD0901  CT0918   1104.770   1266.600  FS
MRE0264  CT0587    380.540   1114.500  FN
MRN1579  CT0198   1073.570   1272.000   S
MSB2448  CT0561    347.650   1103.700  FN
MSB9663  CT0064   1475.270    937.200  FS
MSP0497  CT0629    497.020   1272.000   S
MTG7037  CT0198   1054.590   1299.000  FS
MTM0174  CT0587    487.920   1148.700  FN
MTY5910  CT0918    993.230   1277.400  FS
MUL6599  CT0587   1724.350   1528.500  FN
MUS5198  CT0587    816.820   1602.300  FN
MUU8199  CT0182   1526.230    931.800   S
MUY1169  CT0587    391.460   1009.200   S
MVB7224  CT0589   1512.320    969.600  FS
MVO3823  CT0019   1694.710   1492.500  FN
MVT1921  CT0198   1067.070   1288.200   S
MWC2521  CT0587   1679.110    700.500   N
MWE3031  CT0587   1691.980   1276.500   N
MWE4890  CT0918   1436.140   1072.200   S
MWE9732  CT0587    580.610   1710.300   N
MWI3985  CT0587   1693.020   1168.500   N
MWQ3415  CT0198   1372.830    910.200  FS
MXB7920  CT0198   1673.390   1708.500  FN
MXH3566  CT0198   1086.180   1320.600   S
MXH3849  CT0587    431.760   1421.400   S
MXK1518  CT0587   1717.980   1384.500  FN
MXQ1868  CT0589   1484.760   1023.600  FS
MXQ5809  CT0198   1459.800    899.400   S
MXQ6693  CT0900   1442.120    894.000  FS
MXS7925  CT0587    711.520   1600.500  FN
MXU4413  CT0623   1719.930   1020.000  FS
MXV7869  CT0704   1073.830   1326.000   S
MYD5770  CT0587   1674.690   1168.500   N
MYN3211  CT0587   1703.030   1312.500  FN
MYQ5970  CT0198   1673.520    592.500  FN
MYU0173  CT0198   1061.610   1255.800   S
MZB4923  CT0623   1712.000    897.600  FS
MZG1536  CT0587   1705.110    736.500   N
MZJ4955  CT0587    747.660   1622.100  FN
MZK8943  CT0847   1404.030    877.800   S
MZY7251  CT0587    494.940   1259.400   S
NAA2012  CT0587    520.940   1610.400   S
NAA8942  CT0587    381.450   1638.300  FN
NAB4223  CT0587   1716.290    520.500   N
NAF9924  CT0587    681.880   1600.500  FN
NAG6134  CT0794    920.560   1282.800   S
NAU8155  CT0918   1503.870    904.800   S
NAV6585  CT0664   1365.680    888.600   S
NAZ0728  CT0845   1164.050   1600.500   N
NBC8732  CT0064   1392.460    985.800  FS
NBI5074  CT0587   1710.050   1528.500   N
NBK7864  CT0587    474.920   1140.600   S
NBP3771  CT0839   1524.410   1007.400   S
NCB3532  CT0623    849.710   1611.300   N
NCR4192  CT0587   1708.490   1168.500   N
NCR5762  CT0587   1681.320    916.500   N
NDG1099  CT0587   1712.780   1600.500   N
NDJ5051  CT0918   1404.030    948.000   S
NDL4988  CT0918   1054.720   1293.600   S
NDM8635  CT0587    429.030   1624.800   S
NDQ2308  CT0587   1696.270   1132.500   N
NDW7907  CT0587   1716.550    880.500   N
NEA6892  CT0587   1690.290   1276.500   N
NEC3989  CT0587   1677.030    952.500   N
NEL4328  CT0118    336.470    990.300   N
NEP4286  CT0589   1389.080    888.600   S
NEW6308  CT0391   1342.280   1012.800  FS
NEX5687  CT0587    485.190   1479.000   S
NFB2578  CT0587    453.340   1168.500  FN
NFD9582  CT0839   1454.210    980.400   S
NFE1185  CT0337   1466.950    915.600   S
NFP9816  CT0587    408.360   1029.000   S
NFR2141  CT0587   1678.200   1240.500   N
NGG9579  CT0587   1683.400   1672.500   N
NGH3400  CT0704   1530.130   1115.400   S
NGP9451  CT0587   1688.080   1420.500   N
NGT3722  CT0587    583.600   1601.400   S
NGY2071  CT0623    496.500   1264.800  FS
NHH1656  CT0561   1726.300   1024.500  FN
NHH3638  CT0587    423.050   1020.900  FN
NHP1562  CT0704   1377.510   1045.200  FS
NHU9004  CT0900   1180.040   1309.800  FS
NIB5143  CT0587   1701.730   1456.500   N
NIC8268  CT0587   1683.010   1636.500   N
NIG9302  CT0629   1669.750    880.500   N
NIH6650  CT0839   1466.040    953.400   S
NIJ1253  CT0587   1686.260    556.500   N
NIS2307  CT0182    919.000   1266.600   S
NIV0662  CT0918   1379.200    937.200  FS
NIX1374  CT0587   1699.910   1744.500   N
NJC7518  CT0587   1701.860   1672.500  FN
NJF2163  CT0587   1723.050   1204.500  FN
NJI4148  CT0150   1154.430   1282.800  FS
NJQ5768  CT0704   1537.280    942.600   S
NKA0996  CT0587    445.930   1160.400   S
NKE7555  CT0587   1698.480   1132.500   N
NKE9859  CT0918   1404.550    996.600  FS
NKK7355  CT0306   1009.610   1798.500  FN
NKR7275  CT0019   1722.140    628.500   N
NKV6433  CT0587    695.660   1600.500  FN
NKZ9960  CT0587   1689.510   1240.500   N
NLB5539  CT0078   1486.970    937.200  FS
NLD2901  CT0587   1709.270   1060.500   N
NLV1042  CT0587    765.990   1602.300  FN
NMB2576  CT0794   1519.860    921.000   S
NMB3221  CT0198   1379.980   1023.600   S
NMB3994  CT0587    464.780   1618.500  FN
NMF7448  CT0198   1160.800   1326.000   S
NMG6042  CT0587   1685.480   1276.500   N
NMN6566  CT0918   1404.420   1045.200  FS
NMS9201  CT0845   1186.150   1601.400   S
NNF8343  CT0587    584.380   1743.600  FS
NNH5230  CT0587    479.080   1156.800   S
NNN3910  CT0587   1711.090   1276.500   N
NOA2686  CT0587   1720.190   1600.500   N
NOC1425  CT0918   1359.310    942.600  FS
NOG7123  CT0150   1470.590   1099.200  FS
NOJ2691  CT0587   1708.100    772.500   N
NOK8977  CT0587   1698.350    844.500   N
NOU8183  CT0839   1417.160    910.200   S
NOZ4425  CT0918   1472.410   1050.600  FS
NPH7216  CT0587    679.670   1600.500  FN
NPM6229  CT0918   1453.950   1034.400  FS
NPU3488  CT0587    557.210   1627.500   N
NPW1830  CT0847   1385.960    985.800   S
NQE9560  CT0587   1698.350    916.500   N
NQF3472  CT0424   1371.920    888.600   S
NQP4358  CT0587    387.820   1028.100  FN
NQR3724  CT0900   1379.590   1012.800  FS
NRE0566  CT0196   1428.990   1045.200   S
NRK0017  CT0587   1702.250   1384.500   N
NRO1677  CT0587   1711.220   1708.500  FN
NRP0396  CT0198   1080.590   1331.400   S
NRP4561  CT0704   1386.090    942.600   S
NRR1381  CT0847   1510.110   1023.600  FS
NRW7332  CT0196   1210.980   1299.000  FS
NSC6897  CT0150   1425.220    996.600   S
NSD0954  CT0704   1211.110   1320.600   S
NSK0206  CT0078   1404.160    915.600  FS
NSP8442  CT0587   1709.660    592.500   N
NST1178  CT0019   1694.970   1348.500   N
NTP6200  CT0918   1082.800   1299.000  FS
NUB9263  CT0587    477.910   1465.500  FN
NUE6334  CT0587   1715.640    664.500   N
NUH5873  CT0839   1043.020   1293.600  FS
NUH6894  CT0839   1392.460    975.000  FS
NUJ1899  CT0587    825.400   1603.200   S
NUM4500  CT0629    497.280   1244.100  FN
NUS8555  CT0284   1429.380    888.600  FS
NUT3229  CT0587    498.190   1183.800   S
NUT4741  CT0839   1525.840    953.400   S
NUX3921  CT0839   1528.050   1039.800   S
NVB4026  CT0631   1486.450    872.400  FS
NVH9706  CT0587   1716.160   1024.500   N
NVO8530  CT0587    403.160   1380.900  FN
NWB1613  CT0629   1670.530    808.500   N
NWT9511  CT0587   1710.960   1204.500   N
NWW0930  CT0806   1042.630   1272.000  FS
NWW3517  CT0196   1067.850   1331.400  FS
NWW5123  CT0233   1598.510    300.000  FS
NWZ0289  CT0839   1511.930    996.600  FS
NXA8203  CT0284   1486.580   1066.800  FS
NXC8944  CT0587   1685.740   1096.500   N
NXW8814  CT0900   1386.090    921.000   S
NXX7251  CT0587    403.420   1009.200   S
NYH9885  CT0587   1709.530   1276.500  FN
NYJ8481  CT0078   1503.870    937.200   S
NYR4026  CT0587    771.580   1601.400   S
NYS4783  CT0704   1136.230   1288.200   S
NYU1022  CT0306    404.460   1299.900  FN
NZB6664  CT0704    885.720   1288.200   S
NZJ9300  CT0196   1435.750    980.400  FS
NZN1557  CT0561   1727.210    520.500  FN
NZS1420  CT0198   1137.660   1353.000   S
NZS4734  CT0587   1686.260   1240.500   N
NZU1855  CT0839    968.920   1277.400   S
NZV1319  CT0631    962.420   1277.400   S
NZV3956  CT0839   1479.040   1023.600  FS
NZV5396  CT0129   1392.200   1018.200  FS
NZY7326  CT0704   1063.820   1353.000   S
OAW1411  CT0198   1674.170   1060.500  FN
OBD8142  CT0623    814.350   1600.500   N
OBH1763  CT0587   1680.150   1276.500   N
OBH2032  CT0561    345.180    993.000  FS
OBI7735  CT0704   1531.430   1056.000  FS
OBK7173  CT0918   1473.580   1083.000  FS
OBR0715  CT0631   1510.240    899.400   S
OCB9430  CT0587   1719.410   1708.500  FN
OCE7059  CT0629    843.600   1606.800  FS
OCL4522  CT0587    704.760   1601.400   S
OCQ3826  CT0623    823.580   1608.600  FS
OCT8741  CT0182   1359.180    888.600  FS
OCX4892  CT0198    841.520   1608.600  FS
OCX6184  CT0064   1486.450    931.800   S
OCX6241  CT0900   1510.110   1104.600   S
ODC5548  CT0587    505.600   1605.000   S
ODE8094  CT0587   1681.190   1384.500   N
ODH5337  CT0587    483.630   1098.300  FN
ODI2214  CT0887    973.470   1299.000   S
ODJ5812  CT0587   1681.450   1456.500   N
ODL2988  CT0587   1719.280   1204.500  FN
ODN8172  CT0623   1698.740   1475.400   S
ODR3382  CT0845   1159.110   1601.400   S
OEH4736  CT0623   1719.930   1095.600   S
OFD3124  CT0587   1700.950   1420.500   N
OFG9792  CT0587   1712.780   1636.500  FN
OFK1587  CT0587   1701.080   1096.500   N
OFL9748  CT0587   1684.310    664.500   N
OFM9331  CT0587    470.110   1128.900  FN
OFN0415  CT0198   1391.940   1002.000  FS
OFR2923  CT0839   1460.580    958.800   S
OFS3432  CT0918   1462.660    904.800   S
